IR,Red
66081,72063
66077,72097
66060,72059
66103,72068
66086,72123
66083,72081
66114,72069
66102,72099
66094,72096
66096,72088
66091,72077
66067,72040
66066,72017
66070,71964
66033,71980
66028,71919
66063,71925
66030,71944
66013,71895
66068,71905
66012,71942
66025,71878
66021,71910
66014,71934
66026,71864
66042,71910
66044,71941
66029,71903
66013,71896
66034,71897
66019,71903
66010,71900
66059,71898
66024,71898
66021,71904
66056,71931
66018,71942
66014,71911
66042,71922
66012,71972
66018,71909
66048,71913
66035,71957
66015,71931
66019,71939
66057,71943
66016,71954
66040,71927
66040,71944
66027,71970
66027,71943
66064,71964
66008,71967
66020,71932
66072,71965
66058,71972
66017,71956
66051,71960
66039,72001
66032,71969
66062,71987
66024,71989
66050,71981
66046,71966
66066,71967
66025,71980
66025,71983
66057,72014
66030,72002
66033,72002
66072,71991
66047,72005
66040,71995
66080,72022
66036,72043
66041,71993
66061,72027
66049,72049
66044,72019
66051,72011
66053,72045
66033,71991
66063,72020
66031,72060
66034,72022
66047,72027
66082,72064
66065,72048
66059,72047
66089,72084
66044,72085
66069,72074
66078,72031
66064,72074
66064,72039
66092,72060
66050,72049
66034,72010
66046,72004
66052,72006
66018,71968
66025,71940
66043,71943
65997,71943
66006,71934
66044,71938
65985,71947
66022,71931
66036,71924
65985,71921
66008,71920
66035,71919
66016,71959
65990,71900
66011,71920
66002,71924
65992,71890
66003,71918
66008,71946
66009,71922
66028,71923
66020,71946
66010,71939
66050,71936
66016,71920
65983,71931
65997,71930
66048,71943
65984,71969
65990,71934
66030,71952
65994,71957
66009,71927
66037,71924
65996,71957
66012,71908
66029,71958
66002,71951
66002,71942
66006,71963
66010,71990
66018,71938
66023,71936
66014,71974
66016,71963
66036,71965
66019,71998
66019,71985
66013,71966
66007,72012
66002,71988
66040,71999
66007,71987
66020,71961
66028,72000
66010,72011
66017,71970
66029,71982
66030,71995
66010,72011
66017,72010
66052,72003
66027,72014
66022,72016
66037,72022
65999,72041
66024,71998
66042,72019
66039,72034
66025,71994
66026,72023
66030,72030
66020,72006
66012,71987
66051,71976
65992,71968
65999,71945
66027,71929
65977,71938
65978,71899
66014,71926
65966,71909
65974,71882
65981,71891
65974,71903
65977,71875
65960,71882
65989,71894
65972,71873
65959,71868
66000,71874
65949,71893
65970,71878
65986,71877
65948,71928
65953,71865
65964,71910
65969,71903
65948,71871
65986,71886
65969,71944
65959,71868
65972,71894
65975,71918
65966,71905
65974,71900
65975,71912
65960,71906
65957,71895
65997,71915
65963,71907
65957,71897
65988,71899
65961,71935
65954,71885
65975,71920
65968,71959
65971,71885
66001,71931
65973,71947
65968,71934
65977,71923
65982,71950
65959,71930
65970,71933
65993,71950
65966,71967
65980,71937
65991,71948
65974,71966
65976,71931
65988,71939
65997,71990
65967,71925
65997,71971
65960,71969
65962,71962
65994,71957
65993,71985
65979,71975
65977,71954
65984,71976
65965,71970
65995,71991
65998,71993
65981,71991
65996,71989
65991,72000
65982,71979
65968,71976
65992,71966
65957,71935
65954,71913
65966,71927
65929,71885
65958,71865
65958,71861
65925,71873
65929,71844
65942,71846
65912,71886
65929,71822
65924,71817
65908,71869
65912,71793
65947,71819
65915,71833
65922,71796
65922,71818
65924,71834
65900,71785
65916,71821
65904,71837
65930,71825
65921,71828
65895,71862
65908,71823
65923,71840
65923,71871
65910,71843
65924,71833
65926,71862
65921,71844
65912,71842
65923,71843
65923,71836
65914,71839
65938,71837
65892,71860
65916,71846
65946,71867
65878,71855
65917,71835
65940,71871
65898,71868
65917,71856
65932,71861
65921,71869
65914,71845
65920,71865
65919,71894
65931,71850
65925,71881
65934,71898
65894,71890
65914,71874
65939,71889
65912,71908
65927,71881
65958,71918
65903,71899
65897,71899
65936,71882
65913,71935
65920,71862
65947,71900
65906,71940
65917,71914
65950,71923
65920,71967
65934,71923
65943,71936
65901,71953
65932,71914
65927,71932
65929,71953
65931,71903
65951,71944
65947,71961
65925,71918
65945,71954
65936,71973
65927,71960
65950,71951
65948,71964
65919,71973
65931,71956
65945,71953
65902,71947
65897,71896
65938,71892
65915,71882
65902,71847
65882,71840
65914,71812
65888,71827
65880,71814
65901,71829
65869,71819
65879,71790
65906,71803
65857,71820
65865,71775
65903,71787
65869,71814
65863,71748
65890,71787
65868,71789
65856,71744
65871,71781
65863,71805
65866,71777
65870,71796
65878,71801
65862,71785
65889,71806
65873,71811
65874,71788
65872,71815
65866,71815
65873,71780
65875,71791
65876,71816
65850,71803
65889,71807
65870,71811
65873,71816
65863,71802
65886,71830
65872,71811
65856,71804
65882,71808
65857,71814
65866,71812
65890,71806
65854,71853
65859,71796
65891,71816
65873,71845
65890,71825
65852,71834
65891,71838
65868,71839
65880,71841
65886,71861
65878,71850
65865,71850
65912,71861
65855,71855
65888,71872
65898,71853
65856,71872
65892,71864
65903,71854
65880,71897
65896,71856
65890,71891
65871,71890
65859,71856
65909,71896
65867,71916
65877,71879
65906,71890
65872,71912
65882,71893
65917,71899
65889,71921
65906,71896
65877,71911
65911,71920
65889,71913
65896,71909
65922,71925
65906,71933
65896,71933
65931,71972
65867,71937
65898,71919
65894,71914
65877,71934
65870,71857
65884,71845
65878,71863
65870,71816
65855,71804
65875,71816
65849,71798
65865,71776
65827,71804
65861,71785
65848,71776
65857,71786
65848,71767
65837,71752
65868,71781
65806,71776
65827,71765
65867,71756
65822,71775
65825,71742
65846,71767
65810,71807
65832,71770
65867,71788
65818,71807
65826,71760
65856,71780
65814,71801
65825,71764
65841,71777
65814,71812
65838,71754
65832,71781
65822,71790
65831,71768
65844,71779
65821,71800
65837,71776
65852,71775
65848,71808
65816,71794
65844,71810
65834,71817
65836,71797
65827,71815
65850,71795
65846,71811
65850,71801
65842,71838
65830,71780
65851,71820
65852,71845
65850,71795
65831,71818
65878,71839
65835,71849
65844,71829
65873,71846
65834,71846
65843,71830
65875,71823
65838,71852
65819,71860
65854,71852
65879,71863
65851,71846
65831,71858
65874,71865
65846,71868
65853,71856
65884,71893
65840,71871
65845,71868
65854,71871
65862,71898
65852,71857
65892,71868
65868,71921
65854,71867
65873,71890
65898,71881
65853,71911
65860,71896
65882,71921
65864,71924
65859,71897
65876,71920
65839,71954
65862,71912
65886,71932
65870,71917
65854,71876
65867,71907
65843,71897
65850,71849
65846,71836
65823,71838
65828,71803
65818,71787
65830,71797
65811,71764
65817,71770
65846,71793
65783,71758
65806,71744
65807,71773
65823,71785
65798,71720
65801,71752
65797,71768
65781,71725
65815,71720
65818,71755
65796,71730
65799,71729
65822,71750
65807,71774
65802,71756
65810,71772
65779,71795
65810,71745
65811,71772
65818,71796
65789,71729
65791,71768
65817,71790
65810,71772
65795,71759
65816,71768
65796,71776
65797,71771
65810,71770
65791,71797
65801,71750
65804,71779
65818,71803
65809,71790
65804,71786
65816,71810
65816,71786
65833,71782
65813,71836
65830,71792
65821,71818
65824,71826
65798,71817
65801,71822
65844,71838
65816,71832
65816,71827
65845,71837
65800,71880
65832,71826
65818,71834
65836,71856
65814,71835
65836,71858
65847,71877
65826,71854
65824,71863
65829,71860
65810,71865
65818,71844
65866,71895
65824,71889
65834,71866
65854,71886
65818,71890
65848,71883
65847,71896
65842,71903
65801,71881
65860,71904
65824,71934
65827,71881
65867,71915
65844,71916
65850,71894
65848,71901
65856,71944
65855,71917
65869,71933
65856,71967
65865,71937
65845,71928
65865,71957
65864,71943
65841,71929
65850,71929
65835,71889
65833,71858
65857,71849
65822,71820
65794,71810
65841,71793
65794,71798
65804,71774
65810,71780
65789,71803
65788,71779
65814,71803
65813,71820
65789,71760
65815,71778
65784,71810
65790,71750
65820,71761
65787,71802
65794,71762
65809,71768
65802,71818
65799,71763
65821,71771
65801,71804
65775,71760
65812,71771
65779,71819
65803,71777
65793,71800
65783,71813
65786,71789
65803,71808
65808,71818
65817,71793
65774,71782
65812,71824
65805,71817
65805,71796
65834,71834
65793,71828
65792,71803
65810,71812
65801,71834
65809,71819
65821,71827
65791,71858
65806,71829
65795,71827
65830,71848
65816,71839
65804,71852
65841,71871
65794,71861
65815,71855
65825,71843
65804,71878
65834,71837
65839,71859
65806,71874
65823,71867
65852,71867
65817,71900
65830,71860
65851,71865
65821,71906
65813,71873
65839,71879
65835,71891
65828,71853
65859,71875
65832,71905
65830,71869
65844,71901
65837,71914
65824,71895
65850,71914
65881,71924
65818,71915
65845,71917
65863,71952
65855,71942
65823,71917
65869,71923
65817,71944
65831,71922
65880,71953
65832,71920
65819,71884
65852,71879
65797,71872
65824,71855
65835,71845
65793,71848
65806,71800
65805,71796
65769,71825
65798,71781
65809,71793
65769,71811
65803,71790
65836,71800
65788,71795
65784,71776
65803,71774
65782,71822
65780,71747
65809,71793
65810,71806
65809,71785
65786,71785
65776,71826
65793,71782
65770,71794
65810,71841
65786,71803
65781,71801
65825,71806
65792,71805
65812,71809
65827,71831
65793,71810
65804,71796
65821,71816
65817,71835
65790,71815
65813,71822
65806,71848
65788,71816
65801,71836
65802,71842
65811,71825
65793,71839
65826,71824
65824,71844
65803,71861
65844,71873
65797,71846
65811,71851
65845,71860
65815,71879
65800,71869
65849,71866
65799,71901
65814,71856
65839,71855
65825,71891
65813,71877
65833,71889
65838,71916
65818,71850
65846,71854
65835,71898
65817,71881
65842,71904
65829,71925
65835,71892
65817,71915
65830,71934
65830,71919
65831,71931
65858,71935
65836,71926
65849,71929
65844,71941
65830,71940
65831,71923
65873,71945
65827,71956
65849,71958
65849,71946
65848,71961
65842,71958
65877,71973
65831,71980
65862,71953
65882,71969
65826,71960
65829,71922
65860,71926
65818,71899
65814,71872
65831,71849
65817,71852
65797,71811
65809,71814
65795,71845
65800,71792
65812,71806
65814,71819
65777,71818
65790,71803
65831,71793
65774,71798
65787,71800
65818,71791
65775,71802
65796,71794
65809,71779
65792,71798
65786,71785
65787,71801
65778,71809
65778,71800
65798,71800
65806,71812
65785,71822
65799,71809
65812,71813
65801,71786
65780,71804
65826,71817
65770,71839
65794,71790
65839,71843
65766,71842
65800,71792
65813,71812
65787,71859
65797,71806
65816,71830
65807,71867
65812,71824
65799,71848
65800,71870
65787,71838
65805,71848
65821,71848
65777,71861
65801,71854
65821,71853
65794,71866
65803,71848
65827,71877
65808,71904
65810,71850
65825,71899
65819,71899
65810,71877
65823,71872
65816,71906
65828,71888
65829,71880
65834,71924
65827,71911
65822,71899
65837,71908
65812,71910
65813,71874
65853,71910
65818,71945
65836,71907
65839,71902
65844,71956
65839,71901
65816,71925
65840,71938
65821,71939
65824,71914
65850,71940
65809,71946
65837,71923
65860,71951
65833,71958
65832,71940
65849,71943
65822,71965
65831,71938
65847,71949
65848,71945
65827,71906
65819,71886
65837,71913
65794,71856
65808,71845
65819,71844
65800,71825
65784,71805
65799,71818
65765,71810
65776,71804
65800,71821
65780,71817
65775,71774
65789,71783
65781,71815
65768,71769
65791,71789
65804,71798
65753,71790
65763,71782
65804,71776
65781,71812
65770,71762
65787,71816
65789,71803
65776,71795
65783,71801
65799,71820
65757,71800
65773,71806
65795,71813
65746,71844
65769,71792
65812,71806
65789,71829
65772,71795
65799,71804
65784,71802
65782,71801
65800,71797
65773,71833
65771,71796
65792,71802
65772,71849
65797,71835
65787,71826
65820,71832
65809,71840
65800,71821
65820,71822
65777,71844
65793,71845
65821,71840
65791,71883
65788,71840
65822,71858
65784,71890
65792,71856
65821,71861
65784,71917
65787,71843
65813,71870
65812,71903
65796,71869
65795,71877
65817,71911
65804,71857
65844,71890
65804,71906
65797,71873
65832,71888
65812,71936
65801,71885
65820,71892
65810,71925
65821,71914
65812,71897
65833,71916
65828,71920
65812,71915
65834,71932
65819,71917
65833,71923
65842,71942
65807,71953
65815,71887
65826,71896
65778,71889
65781,71830
65788,71842
65779,71848
65790,71818
65757,71780
65796,71800
65764,71783
65758,71776
65786,71799
65773,71785
65767,71776
65790,71776
65760,71806
65753,71750
65796,71781
65723,71785
65761,71756
65803,71771
65763,71801
65752,71752
65792,71792
65763,71786
65762,71792
65778,71778
65780,71807
65775,71786
65775,71788
65768,71814
65776,71801
65759,71786
65783,71793
65761,71801
65765,71781
65762,71786
65767,71827
65772,71786
65778,71804
65764,71808
65759,71821
65794,71799
65767,71829
65745,71818
65767,71813
65811,71832
65758,71820
65775,71816
65785,71818
65762,71839
65788,71821
65802,71845
65747,71854
65790,71830
65798,71855
65781,71878
65783,71840
65796,71860
65791,71895
65798,71847
65801,71846
65816,71883
65774,71886
65787,71869
65816,71880
65794,71912
65791,71883
65804,71864
65796,71901
65769,71865
65804,71893
65786,71915
65789,71890
65793,71898
65819,71935
65803,71886
65783,71911
65828,71929
65786,71927
65813,71901
65806,71922
65793,71955
65805,71914
65845,71927
65801,71934
65795,71882
65813,71880
65780,71889
65776,71825
65773,71804
65765,71838
65727,71760
65764,71770
65754,71782
65740,71774
65740,71778
65767,71769
65726,71748
65739,71753
65769,71781
65736,71758
65741,71746
65736,71772
65749,71720
65758,71739
65753,71762
65745,71717
65730,71733
65761,71763
65719,71756
65721,71758
65773,71782
65724,71793
65736,71748
65756,71775
65750,71757
65727,71766
65760,71749
65762,71786
65736,71740
65758,71752
65774,71749
65747,71778
65732,71752
65784,71784
65745,71773
65733,71756
65750,71778
65750,71816
65726,71775
65790,71789
65733,71815
65738,71769
65747,71792
65760,71821
65754,71803
65774,71794
65733,71826
65751,71785
65779,71800
65752,71832
65752,71771
65773,71808
65749,71828
65771,71833
65780,71814
65764,71840
65768,71819
65763,71836
65765,71845
65763,71832
65745,71818
65781,71842
65737,71821
65753,71841
65795,71843
65756,71863
65782,71856
65786,71848
65768,71866
65755,71847
65806,71876
65781,71915
65771,71864
65807,71877
65776,71887
65788,71883
65814,71866
65806,71911
65785,71866
65823,71885
65793,71915
65787,71901
65800,71893
65804,71897
65788,71898
65786,71871
65780,71884
65750,71827
65746,71802
65771,71802
65717,71775
65744,71751
65735,71766
65722,71772
65744,71737
65761,71742
65711,71768
65712,71724
65739,71733
65722,71736
65733,71734
65712,71723
65750,71738
65700,71735
65719,71711
65729,71725
65707,71721
65702,71716
65730,71713
65714,71748
65720,71700
65754,71737
65732,71740
65704,71719
65757,71732
65724,71742
65719,71739
65716,71726
65759,71728
65700,71765
65710,71729
65731,71750
65723,71772
65704,71721
65739,71737
65729,71764
65740,71730
65722,71771
65760,71762
65718,71774
65724,71763
65751,71778
65718,71781
65731,71791
65761,71774
65745,71800
65731,71779
65767,71782
65741,71824
65748,71789
65716,71780
65750,71798
65756,71762
65749,71806
65761,71822
65727,71827
65754,71818
65777,71807
65730,71850
65746,71802
65749,71827
65744,71867
65758,71796
65751,71812
65765,71849
65758,71805
65774,71833
65768,71879
65777,71825
65776,71857
65765,71870
65747,71843
65782,71858
65784,71865
65751,71858
65771,71856
65766,71885
65766,71881
65777,71868
65799,71887
65761,71881
65781,71882
65808,71891
65749,71891
65773,71846
65793,71843
65738,71844
65729,71784
65766,71766
65721,71789
65731,71718
65725,71740
65706,71767
65715,71712
65737,71712
65731,71727
65710,71699
65706,71701
65733,71732
65711,71729
65711,71718
65744,71717
65693,71733
65713,71707
65739,71751
65697,71756
65706,71712
65746,71731
65691,71761
65726,71730
65751,71737
65726,71762
65729,71749
65726,71739
65735,71775
65718,71767
65726,71746
65739,71737
65706,71757
65718,71735
65755,71765
65730,71791
65746,71752
65736,71728
65763,71758
65722,71763
65724,71755
65786,71777
65719,71812
65743,71792
65764,71774
65725,71824
65750,71799
65758,71803
65745,71839
65754,71772
65755,71801
65739,71849
65758,71791
65774,71817
65743,71837
65773,71820
65768,71822
65775,71826
65768,71839
65774,71828
65782,71847
65772,71872
65772,71846
65797,71871
65751,71885
65775,71849
65782,71871
65762,71914
65768,71850
65798,71878
65778,71901
65778,71885
65791,71882
65791,71900
65794,71894
65797,71873
65815,71916
65785,71915
65781,71886
65817,71915
65781,71912
65788,71911
65842,71947
65790,71942
65786,71884
65790,71882
65776,71895
65757,71811
65781,71818
65727,71808
65742,71777
65752,71736
65756,71787
65729,71748
65756,71737
65737,71772
65728,71751
65741,71770
65737,71769
65713,71740
65743,71734
65746,71754
65728,71742
65749,71736
65748,71763
65696,71744
65729,71723
65752,71729
65701,71746
65723,71745
65759,71753
65733,71765
65718,71748
65761,71765
65717,71775
65738,71752
65747,71760
65736,71761
65724,71735
65755,71772
65747,71781
65719,71749
65739,71773
65752,71771
65718,71754
65727,71753
65731,71778
65742,71786
65738,71766
65752,71772
65733,71758
65752,71795
65749,71819
65754,71789
65768,71790
65757,71819
65759,71790
65755,71809
65753,71824
65748,71780
65768,71794
65777,71826
65758,71791
65787,71831
65768,71856
65741,71802
65780,71831
65760,71844
65761,71844
65775,71824
65751,71866
65778,71829
65791,71841
65761,71833
65757,71816
65789,71849
65766,71872
65769,71830
65801,71862
65765,71870
65763,71860
65806,71867
65735,71886
65782,71851
65824,71891
65771,71888
65770,71862
65804,71903
65788,71883
65802,71896
65804,71894
65778,71879
65787,71872
65800,71914
65790,71869
65796,71886
65783,71923
65771,71849
65799,71871
65751,71848
65770,71809
65770,71765
65753,71803
65739,71732
65738,71730
65742,71731
65753,71735
65733,71735
65727,71701
65745,71695
65740,71719
65703,71679
65726,71701
65731,71707
65730,71672
65725,71676
65718,71722
65734,71680
65742,71682
65728,71716
65717,71669
65737,71701
65685,71717
65732,71674
65737,71695
65726,71731
65716,71703
65727,71698
65706,71718
65726,71718
65760,71721
65711,71747
65737,71693
65745,71716
65713,71705
65726,71698
65724,71724
65706,71711
65720,71726
65733,71741
65731,71737
65750,71719
65737,71738
65724,71721
65759,71746
65741,71756
65727,71745
65738,71741
65730,71769
65760,71726
65765,71760
65717,71785
65710,71728
65757,71761
65732,71808
65746,71744
65752,71749
65744,71789
65740,71761
65774,71770
65734,71806
65752,71765
65767,71775
65755,71798
65756,71772
65751,71772
65737,71826
65739,71783
65760,71794
65746,71840
65740,71818
65774,71800
65744,71824
65760,71812
65776,71806
65744,71821
65768,71802
65783,71829
65736,71847
65753,71826
65780,71852
65751,71836
65772,71829
65762,71847
65762,71849
65780,71852
65758,71876
65742,71827
65781,71851
65758,71916
65769,71840
65788,71858
65775,71877
65745,71843
65767,71823
65751,71824
65746,71752
65749,71750
65707,71762
65725,71721
65729,71728
65720,71709
65714,71709
65724,71721
65710,71710
65721,71689
65711,71718
65716,71662
65733,71681
65711,71681
65705,71661
65708,71677
65681,71692
65697,71634
65746,71646
65725,71687
65695,71679
65704,71657
65700,71718
65715,71677
65708,71686
65703,71713
65708,71687
65741,71675
65679,71690
65705,71677
65743,71700
65699,71703
65696,71697
65740,71683
65701,71706
65704,71704
65722,71707
65719,71719
65730,71704
65731,71704
65702,71718
65727,71713
65740,71722
65711,71711
65721,71707
65750,71739
65705,71731
65733,71728
65758,71735
65734,71728
65728,71737
65734,71763
65732,71752
65740,71730
65731,71776
65722,71758
65756,71747
65752,71779
65728,71747
65729,71779
65742,71779
65716,71747
65754,71776
65748,71783
65731,71782
65739,71779
65735,71796
65728,71781
65756,71780
65749,71818
65737,71801
65753,71805
65742,71817
65758,71824
65749,71816
65763,71857
65752,71853
65747,71853
65789,71870
65754,71877
65775,71871
65812,71876
65778,71899
65797,71881
65797,71896
65805,71919
65795,71905
65790,71919
65817,71933
65787,71923
65798,71940
65798,71926
65806,71922
65790,71878
65800,71891
65799,71891
65798,71864
65810,71870
65805,71867
65784,71887
65806,71872
65810,71874
65814,71905
65796,71855
65799,71845
65818,71869
65785,71870
65798,71855
65818,71857
65795,71863
65817,71823
65819,71866
65791,71875
65804,71858
65826,71864
65836,71870
65817,71866
65825,71856
65839,71865
65784,71840
65800,71833
65805,71820
65774,71847
65770,71815
65824,71838
65807,71833
65789,71823
65770,71816
65805,71822
65789,71818
65775,71829
65803,71822
65777,71829
65767,71812
65787,71813
65772,71825
65758,71780
65796,71829
65757,71807
65750,71804
65776,71809
65744,71834
65771,71813
65800,71825
65768,71832
65791,71822
65780,71818
65775,71844
65776,71835
65762,71818
65784,71833
65763,71838
65782,71830
65769,71825
65762,71844
65774,71820
65792,71833
65775,71859
65772,71823
65770,71809
65789,71846
65783,71841
65767,71831
65806,71844
65776,71849
65779,71833
65814,71876
65770,71879
65780,71859
65800,71891
65778,71890
65788,71854
65799,71845
65799,71902
65790,71859
65793,71882
65809,71917
65801,71898
65823,71897
65833,71881
65799,71905
65800,71900
65804,71895
65783,71894
65786,71859
65793,71826
65758,71824
65748,71780
65767,71739
65759,71770
65748,71748
65740,71744
65767,71745
65741,71748
65748,71709
65760,71738
65735,71732
65744,71711
65754,71704
65746,71742
65745,71712
65753,71695
65751,71709
65746,71689
65761,71675
65751,71703
65754,71723
65739,71701
65779,71707
65732,71715
65752,71697
65760,71701
65731,71732
65755,71698
65728,71694
65755,71739
65740,71703
65751,71711
65750,71718
65743,71685
65771,71716
65773,71720
65758,71721
65731,71721
65757,71725
65741,71723
65745,71691
65757,71706
65759,71758
65732,71707
65799,71728
65746,71749
65748,71723
65748,71727
65765,71743
65745,71737
65761,71726
65770,71767
65734,71742
65767,71736
65796,71749
65755,71763
65766,71747
65769,71754
65770,71778
65759,71774
65784,71772
65768,71794
65760,71770
65790,71746
65787,71767
65775,71787
65773,71775
65772,71781
65781,71811
65779,71780
65789,71775
65807,71796
65781,71797
65792,71799
65786,71817
65794,71814
65790,71835
65807,71816
65812,71834
65805,71824
65814,71845
65798,71838
65802,71812
65818,71837
65793,71854
65804,71827
65829,71854
65784,71842
65817,71860
65826,71854
65815,71878
65805,71831
65823,71832
65807,71845
65779,71792
65787,71772
65792,71767
65750,71728
65761,71694
65781,71680
65737,71699
65747,71666
65773,71678
65755,71707
65764,71661
65788,71692
65761,71676
65746,71651
65743,71656
65749,71659
65739,71670
65762,71659
65768,71666
65711,71683
65740,71656
65771,71651
65726,71654
65737,71655
65783,71656
65734,71686
65741,71659
65778,71656
65747,71694
65753,71651
65761,71699
65766,71701
65758,71670
65760,71675
65769,71684
65749,71662
65763,71668
65759,71683
65766,71663
65771,71664
65761,71676
65778,71668
65756,71653
65782,71690
65748,71721
65778,71680
65780,71698
65757,71715
65764,71699
65779,71694
65744,71726
65756,71684
65784,71710
65777,71732
65790,71725
65783,71711
65803,71741
65771,71731
65782,71734
65790,71729
65775,71732
65774,71733
65802,71724
65766,71754
65786,71737
65778,71740
65793,71752
65794,71736
65795,71756
65814,71757
65789,71779
65804,71760
65829,71742
65784,71762
65780,71740
65799,71789
65782,71802
65813,71789
65813,71786
65823,71811
65788,71817
65804,71785
65827,71812
65793,71803
65830,71820
65845,71810
65806,71838
65814,71793
65840,71844
65792,71818
65827,71823
65821,71817
65814,71850
65820,71834
65804,71806
65820,71790
65793,71780
65778,71751
65830,71721
65764,71715
65783,71674
65782,71677
65741,71680
65762,71661
65788,71651
65766,71691
65766,71660
65776,71647
65763,71683
65745,71630
65739,71648
65758,71652
65756,71637
65764,71620
65786,71642
65753,71641
65746,71647
65779,71645
65741,71668
65776,71621
65793,71649
65775,71680
65765,71642
65765,71644
65774,71661
65765,71653
65788,71669
65754,71647
65748,71651
65775,71648
65794,71656
65753,71642
65764,71639
65790,71664
65733,71659
65748,71661
65784,71638
65764,71678
65754,71649
65787,71667
65759,71687
65776,71647
65791,71679
65765,71695
65774,71687
65786,71682
65777,71705
65759,71666
65789,71699
65778,71728
65768,71700
65791,71701
65792,71727
65776,71712
65784,71700
65783,71745
65793,71727
65786,71723
65807,71723
65778,71716
65780,71718
65821,71732
65766,71735
65789,71723
65801,71755
65781,71752
65781,71728
65811,71753
65786,71756
65805,71748
65804,71756
65806,71750
65820,71748
65816,71763
65819,71764
65804,71785
65801,71783
65808,71779
65824,71781
65807,71805
65809,71766
65817,71784
65803,71784
65782,71749
65803,71742
65794,71725
65776,71675
65788,71667
65757,71678
65756,71624
65777,71628
65757,71624
65762,71613
65804,71643
65747,71638
65766,71618
65788,71620
65753,71614
65752,71608
65771,71627
65745,71608
65744,71604
65752,71609
65754,71593
65761,71593
65752,71621
65749,71614
65766,71606
65759,71627
65757,71624
65776,71624
65742,71633
65764,71607
65787,71621
65762,71626
65730,71608
65783,71620
65754,71630
65754,71620
65774,71632
65740,71611
65757,71609
65762,71638
65748,71640
65772,71628
65789,71659
65742,71646
65753,71666
65773,71662
65745,71621
65784,71655
65763,71683
65756,71628
65776,71663
65769,71681
65788,71658
65780,71673
65757,71680
65779,71670
65802,71686
65754,71684
65773,71679
65789,71700
65781,71674
65776,71696
65781,71695
65788,71693
65793,71681
65797,71719
65792,71703
65791,71699
65800,71715
65777,71727
65813,71705
65803,71739
65798,71722
65791,71724
65802,71726
65797,71711
65801,71732
65801,71752
65789,71733
65822,71739
65806,71765
65815,71741
65822,71743
65781,71767
65794,71750
65819,71764
65801,71772
65829,71752
65844,71787
65795,71785
65807,71754
65818,71780
65799,71729
65819,71720
65767,71709
65765,71676
65773,71654
65767,71632
65759,71622
65776,71635
65739,71602
65764,71573
65750,71605
65761,71574
65769,71596
65749,71597
65750,71575
65781,71582
65740,71581
65760,71582
65751,71572
65756,71541
65762,71559
65727,71586
65745,71566
65761,71582
65726,71600
65750,71576
65746,71593
65738,71576
65746,71573
65767,71612
65761,71577
65772,71570
65726,71620
65728,71571
65765,71588
65721,71595
65751,71581
65746,71615
65745,71573
65751,71590
65741,71605
65743,71570
65776,71617
65757,71608
65761,71624
65769,71618
65744,71606
65763,71616
65760,71631
65751,71622
65789,71624
65736,71652
65741,71620
65797,71629
65773,71641
65761,71631
65759,71640
65759,71620
65775,71630
65753,71638
65768,71648
65780,71661
65768,71631
65776,71636
65764,71674
65751,71629
65765,71687
65774,71655
65808,71672
65762,71675
65765,71648
65776,71657
65736,71620
65750,71591
65747,71591
65731,71563
65756,71537
65711,71538
65707,71517
65733,71546
65722,71535
65741,71530
65731,71532
65727,71525
65739,71514
65703,71528
65702,71512
65724,71518
65717,71507
65740,71513
65705,71527
65730,71501
65735,71511
65717,71539
65712,71507
65727,71533
65727,71536
65748,71519
65712,71535
65729,71512
65736,71536
65729,71518
65736,71506
65701,71513
65711,71511
65729,71510
65712,71531
65734,71528
65720,71562
65738,71515
65749,71530
65711,71552
65723,71536
65728,71546
65724,71541
65736,71538
65704,71563
65719,71548
65748,71563
65722,71560
65729,71544
65753,71569
65738,71583
65729,71563
65749,71588
65724,71563
65748,71569
65730,71593
65720,71583
65743,71586
65723,71601
65726,71570
65759,71601
65745,71598
65742,71604
65752,71622
65733,71579
65766,71576
65713,71628
65724,71614
65774,71622
65743,71600
65760,71616
65741,71640
65744,71620
65770,71636
65724,71631
65761,71642
65763,71645
65769,71626
65760,71643
65726,71647
65765,71644
65796,71656
65755,71652
65769,71657
65771,71676
65777,71629
65799,71660
65743,71686
65773,71690
65787,71673
65763,71717
65773,71671
65787,71671
65783,71681
65777,71688
65768,71727
65772,71686
65822,71690
65765,71721
65792,71696
65797,71727
65777,71728
65791,71719
65809,71730
65786,71735
65803,71715
65781,71760
65793,71712
65793,71697
65760,71688
65756,71662
65769,71650
65742,71595
65755,71586
65739,71580
65722,71543
65753,71543
65735,71556
65706,71543
65705,71555
65716,71516
65745,71533
65707,71534
65716,71528
65722,71522
65714,71500
65736,71502
65710,71540
65717,71501
65725,71528
65716,71520
65750,71516
65729,71531
65731,71540
65754,71507
65697,71518
65733,71526
65736,71538
65727,71528
65742,71519
65693,71551
65723,71514
65733,71518
65703,71524
65721,71500
65728,71531
65721,71502
65747,71518
65726,71553
65730,71516
65745,71533
65714,71534
65735,71550
65736,71542
65733,71536
65756,71555
65706,71568
65739,71542
65752,71583
65721,71546
65763,71566
65716,71591
65740,71552
65753,71569
65719,71557
65757,71574
65757,71598
65732,71543
65744,71582
65733,71584
65746,71571
65751,71619
65753,71578
65764,71572
65729,71605
65755,71592
65773,71617
65757,71601
65763,71593
65759,71634
65756,71603
65769,71637
65754,71626
65776,71619
65745,71640
65761,71618
